SE,MG,BELO HORIZONTE,ALMADA & CIA LIMITADA,16.626.814/0002-57,RUA JACUI,3880,,IPIRANGA,31160-190,GASOLINA,01/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO SAO PEDRO LTDA,16.580.169/0001-06,RUA NIQUELINA,918,,SANTA EFIGENIA,30260-100,GASOLINA,01/01/2025,"5,97",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO MAURITANIA LTDA,16.525.008/0001-01,RUA DO URUGUAI,86,,SION,30310-300,GASOLINA,01/01/2025,"6,59",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO PIO XII LTDA.,05.020.360/0001-79,AVENIDA DO CONTORNO,9008,,SANTO AGOSTINHO,30110-067,GASOLINA,01/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO CJ LTDA,04.783.903/0001-47,AVENIDA PRUDENTE DE MORAIS,581,,CIDADE JARDIM,30380-002,GASOLINA,01/01/2025,"6,49",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,REDE DAKOTA I LTDA,01.530.043/0001-41,AVENIDA FRANCISCO SA,260,,PRADO,30411-145,GASOLINA,01/01/2025,"5,98",,R$ / litro,TOTALENERGIES
SE,MG,BELO HORIZONTE,ROL COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.413.083/0001-03,AVENIDA DOS ANDRADAS,3650,,PARAISO,30280-020,GASOLINA,01/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO CACHOEIRINHA LTDA.,04.168.447/0001-25,AVENIDA BERNARDO DE VASCONCELOS,2265,,SANTA CRUZ,31160-440,GASOLINA,01/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO MARIO WERNECK LIMITADA,03.665.115/0001-93,AVENIDA CRISTIANO MACHADO,9292,,MINASLANDIA,31812-112,GASOLINA,01/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO LESTE LTDA,04.038.996/0001-85,AVENIDA DOS ANDRADAS,3300,,SANTA   EFIGENIA,30260-070,GASOLINA,01/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO PONTEIO LTDA,12.118.379/0001-18,RODOVIA BR-356,20,KM: 04;,SION,30320-055,GASOLINA,01/01/2025,"6,49",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO MEM DE SA LTDA,14.395.703/0001-70,AVENIDA MEM DE SA,140,,SANTA EFIGENIA,30260-270,GASOLINA,01/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO RAJA F R LTDA,08.571.099/0001-93,AVENIDA RAJA GABAGLIA,2230,,ESTORIL,30494-170,GASOLINA,01/01/2025,"6,59",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO BRUNA LTDA.,00.247.861/0001-79,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,11333,,DOM BOSCO,30850-453,GASOLINA,02/01/2025,"6,07",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,L. C. EMPREENDIMENTOS LTDA,00.415.374/0001-78,AVENIDA DIS ENGENHEIROS,1620,,CASTELO,30840-300,GASOLINA,02/01/2025,"6,39",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO QUICK LTDA,17.365.867/0001-43,AVENIDA CORONEL JOSE BENJAMIM,17,,PADRE EUSTAQUIO,30720-430,GASOLINA,02/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO SAO PAULO ATLANTIDA LTDA,04.024.581/0001-52,AVENIDA HERACLITO MOURAO DE MIRANDA,1851,,SERRANO,30882-640,GASOLINA,02/01/2025,"6,19",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO DE COMBUSTIVEL TEREZA CRISTINA LTDA,00.416.967/0001-59,AVENIDA TEREZA CRISTINA,820,,CARLOS PRATES,30710-640,GASOLINA,02/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,MACEDO & MACEDO POSTOS E SERVICOS LTDA.,11.410.126/0001-50,RUA DOM JOAO ANTONIO DOS SANTOS,195,,CORACAO EUCARISTICO,30535-530,GASOLINA,02/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,AGUIA IV COMERCIO DE COMBUSTIVEIS LTDA,07.946.419/0001-80,RUA PARA DE MINAS,320,,PADRE EUSTAQUIO,30730-440,GASOLINA,06/01/2025,"5,95",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO VICA LTDA,00.584.033/0001-26,AVENIDA RAJA GABAGLIA,5001,,SANTA LUCIA,30360-670,GASOLINA,06/01/2025,"6,59",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO CN LTDA,07.362.678/0001-63,AVENIDA CRISTIANO MACHADO,1383,,DA GRACA,31140-660,GASOLINA,06/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO MINAS SHOPPING LTDA,06.980.628/0001-87,AVENIDA CRISTIANO MACHADO,3400,,UNIAO,31160-342,GASOLINA,06/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO JOCA LTDA,21.648.605/0001-63,RUA ANTONIO JOSE DOS SANTOS,951,,CEU AZUL,31580-000,GASOLINA,06/01/2025,"6,19",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,ORGANIZACOES NOVO BELVEDERE LTDA,02.898.537/0001-46,AVENIDA PAULO CAMILO PENA,780,,BELVEDERE,30320-380,GASOLINA,06/01/2025,"6,58",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO TRANCOSO LTDA,03.911.603/0001-33,RUA JOSE CLETO,1232,,SANTA CRUZ,31155-290,GASOLINA,06/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,PLANALTO POSTO DE SERVICO LTDA,21.546.429/0001-59,AVENIDA DR CRISTIANO GUIMARAES,2329,,PLANALTO,31720-300,GASOLINA,06/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO TROPICO LTDA,20.757.282/0001-83,AVENIDA ANTONIO CARLOS,6640,,PAMPULHA,31270-000,GASOLINA,06/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO DOM BOSCO LTDA,19.380.393/0001-34,RUA PADRE EUSTAQUIO,2556,,PADRE EUSTAQUIO,30720-100,GASOLINA,06/01/2025,"5,95",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO WAP LTDA,18.742.536/0001-48,AVENIDA PEDRO II,4091,,VILA FUTURO,30720-460,GASOLINA,06/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,JR COMERCIO E PRESTACAO DE SERVICOS LTDA,17.968.553/0001-35,RUA IZABEL BUENO,20,,UNIVERSITARIO,31255-324,GASOLINA,06/01/2025,"6,59",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,ORGANIZACOES GUALBERTO LTDA,17.867.235/0001-88,RUA MARIA GERTRUDES SANTOS,293,,CEU AZUL,31578-300,GASOLINA,06/01/2025,"6,19",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO COELHO LTDA,17.162.629/0001-30,AVENIDA PRESIDENTE ANTONIO CARLOS,3550,,CACHOERINHA,31210-800,GASOLINA,06/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,ALMADA & CIA LIMITADA,16.626.814/0002-57,RUA JACUI,3880,,IPIRANGA,31160-190,GASOLINA,06/01/2025,"5,94",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,GNV SETE BELO LTDA,04.399.544/0001-29,AVENIDA CRISTIANO MACHADO,8898,,MINASLANDIA,31812-112,GASOLINA,06/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO SIGMA LTDA,03.733.135/0001-54,RUA HAITI,55,,SION,30320-140,GASOLINA,06/01/2025,"6,59",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO CACHOEIRINHA LTDA.,04.168.447/0001-25,AVENIDA BERNARDO DE VASCONCELOS,2265,,SANTA CRUZ,31160-440,GASOLINA,06/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO SAO BERNARDO LTDA,10.673.246/0001-88,AVENIDA CRISTIANO MACHADO,9505,,DONA CLARA,31260-333,GASOLINA,06/01/2025,"5,77",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,AUTO POSTO MENDONCA LTDA,18.048.230/0001-96,AVENIDA CRISTIANO MACHADO,2506,,CIDADE NOVA,31170-184,GASOLINA,06/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO ESTACAO BH LTDA,20.173.683/0001-96,AVENIDA CRISTIANO MACHADO,10025,,HELIOPOLIS,31741-465,GASOLINA,06/01/2025,"5,95",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO BRUNINHA LTDA,26.079.200/0001-75,AVENIDA DOM PEDRO I,1680,,ITAPOA,31710-000,GASOLINA,06/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO CRISTIANO MACHADO LTDA,26.841.315/0001-55,AVENIDA CRISTIANO MACHADO,8665,,DONA CLARA,31260-333,GASOLINA,06/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO PARQUE LTDA,29.333.352/0001-40,AVENIDA BERNARDO DE VASCONCELOS,2001,,SANTA CRUZ,31150-000,GASOLINA,06/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO BARAO VPP LTDA,30.166.678/0001-00,AVENIDA BARAO HOMEM DE MELO,3000,,ESTORIL,30494-080,GASOLINA,06/01/2025,"6,59",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO BARAO LTDA,25.266.113/0001-64,AVENIDA BARAO HOMEM DE MELO,1469,,NOVA GRANADA,30431-425,GASOLINA,06/01/2025,"6,49",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO BRUNA LTDA.,00.247.861/0001-79,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,11333,,DOM BOSCO,30850-453,GASOLINA,07/01/2025,"6,07",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,L. C. EMPREENDIMENTOS LTDA,00.415.374/0001-78,AVENIDA DIS ENGENHEIROS,1620,,CASTELO,30840-300,GASOLINA,07/01/2025,"6,39",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,AUTO POSTO INHUMAS LTDA,23.892.250/0001-89,RUA DAS CLARINETAS,23,,CONJUNTO CALIFORNIA,30850-780,GASOLINA,07/01/2025,"6,19",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO CAPITAL LTDA,21.725.460/0001-57,AVENIDA ABILIO MACHADO,1772,,ALIPIO DE MELO,30820-622,GASOLINA,07/01/2025,"6,08",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO SAO PAULO ATLANTIDA LTDA,04.024.581/0001-52,AVENIDA HERACLITO MOURAO DE MIRANDA,1851,,SERRANO,30882-640,GASOLINA,07/01/2025,"6,19",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO DE COMBUSTIVEL TEREZA CRISTINA LTDA,00.416.967/0001-59,AVENIDA TEREZA CRISTINA,820,,CARLOS PRATES,30710-640,GASOLINA,07/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,MACEDO & MACEDO POSTOS E SERVICOS LTDA.,11.410.126/0001-50,RUA DOM JOAO ANTONIO DOS SANTOS,195,,CORACAO EUCARISTICO,30535-530,GASOLINA,07/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO J A LTDA,18.699.439/0002-09,AVENIDA RAJA GABAGLIA,2461,,SAO BENTO,30380-403,GASOLINA,08/01/2025,"6,59",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO CJ LTDA,04.783.903/0001-47,AVENIDA PRUDENTE DE MORAIS,581,,CIDADE JARDIM,30380-002,GASOLINA,08/01/2025,"6,49",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO CARMENIA S.A,03.567.739/0001-78,AVENIDA TERESA CRISTINA,8620,,BETANIA,30514-054,GASOLINA,08/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO PONTEIO LTDA,12.118.379/0001-18,RODOVIA BR-356,20,KM: 04;,SION,30320-055,GASOLINA,08/01/2025,"6,49",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO RAJA F R LTDA,08.571.099/0001-93,AVENIDA RAJA GABAGLIA,2230,,ESTORIL,30494-170,GASOLINA,08/01/2025,"6,59",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,AUTO POSTO ARRUDAO LTDA,20.704.176/0001-31,AVENIDA TERESA CRISTINA,9793,,BARREIRO,30640-240,GASOLINA,08/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,NOVO POSTO CANAL DO BARREIRO LTDA,27.139.649/0001-44,AVENIDA DO CANAL,299,,ATILA DE PAIVA,30640-380,GASOLINA,08/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO ABASTECA AQUI BARREIRO LTDA,27.546.004/0001-26,AVENIDA OLINTO MEIRELES,540,,BARREIRO,30640-010,GASOLINA,08/01/2025,"6,39",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,AGUIA IV COMERCIO DE COMBUSTIVEIS LTDA,07.946.419/0001-80,RUA PARA DE MINAS,320,,PADRE EUSTAQUIO,30730-440,GASOLINA,13/01/2025,"5,9",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO VICA LTDA,00.584.033/0001-26,AVENIDA RAJA GABAGLIA,5001,,SANTA LUCIA,30360-670,GASOLINA,13/01/2025,"6,59",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO MINAS SHOPPING LTDA,06.980.628/0001-87,AVENIDA CRISTIANO MACHADO,3400,,UNIAO,31160-342,GASOLINA,13/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO POETA LTDA,05.577.012/0001-05,AVENIDA DOM PEDRO I,2355,,SAO JOAO BATISTA,31515-300,GASOLINA,13/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO ALLGAS LTDA,05.351.360/0001-51,AVENIDA SARAMENHA,1632,,GUARANI,31840-220,GASOLINA,13/01/2025,"6,17",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,MARLIN EMPREENDIMENTOS LTDA,02.685.478/0001-28,AVENIDA AMERICO VESPUCIO,501,,APARECIDA,31230-240,GASOLINA,13/01/2025,"6,29",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,ORGANIZACOES NOVO BELVEDERE LTDA,02.898.537/0001-46,AVENIDA PAULO CAMILO PENA,780,,BELVEDERE,30320-380,GASOLINA,13/01/2025,"6,58",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO GERAES LTDA,02.289.325/0001-61,AVENIDA GASTAO DEMETRIO MAIA,140,,FLORAMAR,31742-096,GASOLINA,13/01/2025,"6,09",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,CELT -COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,01.830.179/0001-77,AVENIDA DOM PEDRO I,2177,LETRA A,SAO JOAO BATISTA,31515-300,GASOLINA,13/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO TRANCOSO LTDA,03.911.603/0001-33,RUA JOSE CLETO,1232,,SANTA CRUZ,31155-290,GASOLINA,13/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO AEROPORTO LTDA,16.665.259/0001-91,RUA PROFESSOR MAGALHAES PENIDO,540,,SAO LUIZ (PAMPULHA),31270-700,GASOLINA,13/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,ALMADA & CIA LIMITADA,16.626.814/0002-57,RUA JACUI,3880,,IPIRANGA,31160-190,GASOLINA,13/01/2025,"5,94",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,GNV SETE BELO LTDA,04.399.544/0001-29,AVENIDA CRISTIANO MACHADO,8898,,MINASLANDIA,31812-112,GASOLINA,13/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO SIGMA LTDA,03.733.135/0001-54,RUA HAITI,55,,SION,30320-140,GASOLINA,13/01/2025,"6,59",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO ENTRADA OBRIGATORIA LTDA,00.747.850/0001-58,AVENIDA PORTUGAL,4260,,JARDIM ATLANTICO,31710-400,GASOLINA,13/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO CACHOEIRINHA LTDA.,04.168.447/0001-25,AVENIDA BERNARDO DE VASCONCELOS,2265,,SANTA CRUZ,31160-440,GASOLINA,13/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO ARAUJO COMERCIO E DISTRIBUICAO DE COMBUSTIVEIS E LUBRIFICANTES LTDA.,08.735.390/0001-50,AVENIDA AMERICO VESPUCIO,809,,APARECIDA,31230-240,GASOLINA,13/01/2025,"6,19",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO MARIO WERNECK LIMITADA,03.665.115/0001-93,AVENIDA CRISTIANO MACHADO,9292,,MINASLANDIA,31812-112,GASOLINA,13/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO SAO BERNARDO LTDA,10.673.246/0001-88,AVENIDA CRISTIANO MACHADO,9505,,DONA CLARA,31260-333,GASOLINA,13/01/2025,"6,07",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO PONTEIO LTDA,12.118.379/0001-18,RODOVIA BR-356,20,KM: 04;,SION,30320-055,GASOLINA,13/01/2025,"6,49",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO MONTE SANTO LTDA,08.223.834/0001-78,AVENIDA DOM PEDRO II,3038,,CAICARA,30720-460,GASOLINA,13/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO BRUNA LTDA.,00.247.861/0001-79,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,11333,,DOM BOSCO,30850-453,GASOLINA,14/01/2025,"6,07",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,L. C. EMPREENDIMENTOS LTDA,00.415.374/0001-78,AVENIDA DIS ENGENHEIROS,1620,,CASTELO,30840-300,GASOLINA,14/01/2025,"6,39",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO GLORIA LIMITADA,16.682.296/0001-08,RUA DEP CLAUDIO P DE LIMA,957,,N S GLORIA,30870-020,GASOLINA,14/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO SAO PAULO ATLANTIDA LTDA,04.024.581/0001-52,AVENIDA HERACLITO MOURAO DE MIRANDA,1851,,SERRANO,30882-640,GASOLINA,14/01/2025,"6,19",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,DUTRA E SILVA LTDA,02.104.426/0001-10,AVENIDA DOS ENGENHEIROS,465,,ALIPIO DE MELO,30840-300,GASOLINA,14/01/2025,"6,39",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO ASTRAL LTDA,00.524.333/0001-10,AVENIDA BRIG EDUARDO GOMES,1025,,GLORIA,30870-100,GASOLINA,14/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO DE COMBUSTIVEL TEREZA CRISTINA LTDA,00.416.967/0001-59,AVENIDA TEREZA CRISTINA,820,,CARLOS PRATES,30710-640,GASOLINA,14/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO SARAMENHA LTDA,00.416.899/0001-28,AVENIDA SERRANA,750,,SERRANO,30882-370,GASOLINA,14/01/2025,"5,97",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,ECO EMPREENDIMENTOS COMERCIAIS LTDA,00.194.032/0002-56,RUA CONCEICAO DO MATO DENTRO,335,,OURO PRETO,31310-240,GASOLINA,14/01/2025,"6,37",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,MACEDO & MACEDO POSTOS E SERVICOS LTDA.,11.410.126/0001-50,RUA DOM JOAO ANTONIO DOS SANTOS,195,,CORACAO EUCARISTICO,30535-530,GASOLINA,14/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO OLIMAR COMERCIO DE COMBUSTIVEIS LTDA,14.135.978/0001-75,AVENIDA TEREZA CRISTINA,2350,,PADRE EUSTAQUIO,30720-230,GASOLINA,14/01/2025,"5,89",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO PONTE NOVA LTDA,17.159.880/0001-46,AVENIDA NOSSA SENHORA DO CARMO,450,,SAO PEDRO,30330-000,GASOLINA,15/01/2025,"6,59",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO SAO PEDRO LTDA,16.580.169/0001-06,RUA NIQUELINA,918,,SANTA EFIGENIA,30260-100,GASOLINA,15/01/2025,"5,97",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO MAURITANIA LTDA,16.525.008/0001-01,RUA DO URUGUAI,86,,SION,30310-300,GASOLINA,15/01/2025,"6,59",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO CJ LTDA,04.783.903/0001-47,AVENIDA PRUDENTE DE MORAIS,581,,CIDADE JARDIM,30380-002,GASOLINA,15/01/2025,"6,49",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,MM - COMERCIO DE DERIVADOS DE PETROLEO LTDA,02.940.925/0001-48,RUA GRAO MOGOL,953-A,,SION,30315-600,GASOLINA,15/01/2025,"6,59",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO LESTE LTDA,04.038.996/0001-85,AVENIDA DOS ANDRADAS,3300,,SANTA   EFIGENIA,30260-070,GASOLINA,15/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO CHICAGO LTDA,07.835.238/0001-86,RUA DO URUGUAI,835,,SION,30310-300,GASOLINA,15/01/2025,"6,56",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO MEM DE SA LTDA,14.395.703/0001-70,AVENIDA MEM DE SA,140,,SANTA EFIGENIA,30260-270,GASOLINA,15/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO RAJA F R LTDA,08.571.099/0001-93,AVENIDA RAJA GABAGLIA,2230,,ESTORIL,30494-170,GASOLINA,15/01/2025,"6,59",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO TUNEL LTDA,08.160.834/0001-76,AVENIDA CRISTIANO MACHADO,71,,FLORESTA,31110-230,GASOLINA,20/01/2025,"5,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,AGUIA IV COMERCIO DE COMBUSTIVEIS LTDA,07.946.419/0001-80,RUA PARA DE MINAS,320,,PADRE EUSTAQUIO,30730-440,GASOLINA,20/01/2025,"5,87",,R$ / litro,ALE
SE,MG,BELO HORIZONTE,POSTO CN LTDA,07.362.678/0001-63,AVENIDA CRISTIANO MACHADO,1383,,DA GRACA,31140-660,GASOLINA,20/01/2025,"5,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO MINAS SHOPPING LTDA,06.980.628/0001-87,AVENIDA CRISTIANO MACHADO,3400,,UNIAO,31160-342,GASOLINA,20/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO MIRAGEM JBRETAS LTDA,05.821.725/0001-64,AVENIDA PRESIDENTE CARLOS LUZ,638,,CAICARAS,31230-010,GASOLINA,20/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO POETA LTDA,05.577.012/0001-05,AVENIDA DOM PEDRO I,2355,,SAO JOAO BATISTA,31515-300,GASOLINA,20/01/2025,"5,99",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO ALLGAS LTDA,05.351.360/0001-51,AVENIDA SARAMENHA,1632,,GUARANI,31840-220,GASOLINA,20/01/2025,"5,87",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,MARLIN EMPREENDIMENTOS LTDA,02.685.478/0001-28,AVENIDA AMERICO VESPUCIO,501,,APARECIDA,31230-240,GASOLINA,20/01/2025,"6,29",,R$ / litro,VIBRA
